#,Código,Endereço,Bairro,Latitude,Longitude,Foto,Croqui
1276,REB-195,"Rua João Zaniolo, 159 - Rebouças",Rebouças,"-25,456082","-49,268487",Ver foto,ver croqui
1277,REB-196,"Rua Brigadeiro Franco, 4115 - Rebouças",Rebouças,"-25,455616","-49,269783",Ver foto,ver croqui
1278,REB-197,"Rua Lamenha Lins, 2185 - Rebouças",Rebouças,"-25,45539","-49,268",Ver foto,ver croqui
1279,REB-198,"Avenida Presidente Kennedy, 670 - Rebouças",Rebouças,"-25,455036","-49,267239",Ver foto,ver croqui
1280,REB-199,"Rua Brigadeiro Franco, 3941 - Rebouças",Rebouças,"-25,454208","-49,270339",Ver foto,ver croqui
1281,REB-200,"Avenida Presidente Kennedy, 522 - Rebouças",Rebouças,"-25,454125","-49,266271",Ver foto,ver croqui
1282,REB-201,"Avenida Presidente Kennedy, 490 - Rebouças",Rebouças,"-25,453972","-49,266078",Ver foto,ver croqui
1283,REB-202,"Rua Conselheiro Dantas, 1225 - Rebouças",Rebouças,"-25,453642","-49,269136",Ver foto,ver croqui
1284,REB-203,"Rua Lamenha Lins, 2031 - Rebouças",Rebouças,"-25,45355","-49,268794",Ver foto,ver croqui
1285,REB-204,"Rua Alferes Poli, 1994 - Rebouças",Rebouças,"-25,453448","-49,265542",Ver foto,ver croqui
1286,REB-205,"Rua Lamenha Lins, 1962 - Rebouças",Rebouças,"-25,453444","-49,269184",Ver foto,ver croqui
1287,REB-206,"Rua 24 de Maio, 1893 - Rebouças",Rebouças,"-25,452813","-49,266562",Ver foto,ver croqui
1288,REB-207,"Avenida Presidente Kennedy, 316 - Rebouças",Rebouças,"-25,45278","-49,264721",Ver foto,ver croqui
1289,REB-208,"Rua 24 de Maio, 1886 - Rebouças",Rebouças,"-25,452717","-49,266888",Ver foto,ver croqui
1290,REB-209,"Rua Conselheiro Dantas, 829 - Rebouças",Rebouças,"-25,452329","-49,265682",Ver foto,ver croqui
1291,REB-210,"Rua Chile, 2180 - Rebouças",Rebouças,"-25,452313","-49,269844",Ver foto,ver croqui
1292,REB-211,"Rua Chile, 1965 - Rebouças",Rebouças,"-25,451598","-49,267478",Ver foto,ver croqui
1293,REB-212,"Rua Alferes Poli, 1756 - Rebouças",Rebouças,"-25,451249","-49,266587",Ver foto,ver croqui
1294,REB-213,"Rua Baltazar Carrasco dos Reis, 2546 - Rebouças",Rebouças,"-25,451011","-49,271798",Ver foto,ver croqui
1295,REB-214,"Rua Chile, 1745 - Rebouças",Rebouças,"-25,450881","-49,265708",Ver foto,ver croqui
1296,REB-215,"Avenida Marechal Floriano Peixoto, 2426 - Rebouças",Rebouças,"-25,450692","-49,262487",Ver foto,ver croqui
1297,REB-216,"Rua Chile, 1651 - Rebouças",Rebouças,"-25,450513","-49,264742",Ver foto,ver croqui
1298,REB-217,Rua Chile - Rebouças,Rebouças,"-25,450333","-49,264159",Ver foto,ver croqui
1299,REB-218,"Rua Nunes Machado, 1488 - Rebouças",Rebouças,"-25,450075","-49,269394",Ver foto,ver croqui
1300,REB-219,"Rua Desembargador Westphalen, 2045 - Rebouças",Rebouças,"-25,450019","-49,26472",Ver foto,ver croqui
1301,REB-220,"Rua Baltazar Carrasco dos Reis, 2168 - Rebouças",Rebouças,"-25,44962","-49,268213",Ver foto,ver croqui
1302,REB-221,"Rua Chile, 1376 - Rebouças",Rebouças,"-25,449617","-49,262551",Ver foto,ver croqui
1303,REB-222,"Avenida Marechal Floriano Peixoto, 2288 - Rebouças",Rebouças,"-25,449593","-49,263055",Ver foto,ver croqui
1304,REB-223,"Rua Baltazar Carrasco dos Reis, 2065 - Rebouças",Rebouças,"-25,449481","-49,267184",Ver foto,ver croqui
1305,REB-224,"Rua Chile, 1678 - Rebouças",Rebouças,"-25,449087","-49,266271",Ver foto,ver croqui
1306,REB-225,"Avenida Marechal Floriano Peixoto, 2126 - Rebouças",Rebouças,"-25,448279","-49,263794",Ver foto,ver croqui
1307,REB-226,"Avenida Marechal Floriano Peixoto, 2125 - Rebouças",Rebouças,"-25,447975","-49,263397",Ver foto,ver croqui
1308,REB-227,"Avenida Marechal Floriano Peixoto, 2022 - Rebouças",Rebouças,"-25,447442","-49,264034",Ver foto,ver croqui
1309,REB-228,"Rua Almirante Gonçalves, 1255 - Rebouças",Rebouças,"-25,446813","-49,263965",Ver foto,ver croqui
1310,REB-229,"Rua Brasílio Itiberê, 2311 - Rebouças",Rebouças,"-25,446252","-49,266687",Ver foto,ver croqui
1311,REB-230,"Avenida Marechal Floriano Peixoto, 1895 - Rebouças",Rebouças,"-25,446053","-49,264396",Ver foto,ver croqui
1312,REB-231,"Rua Brasílio Itiberê, 2248 - Rebouças",Rebouças,"-25,445937","-49,266279",Ver foto,ver croqui
1313,REB-232,"Avenida Marechal Floriano Peixoto, 1836 - Rebouças",Rebouças,"-25,445896","-49,265146",Ver foto,ver croqui
1314,REB-233,"Rua Alferes Poli, 1089 - Rebouças",Rebouças,"-25,445884","-49,269007",Ver foto,ver croqui
1315,REB-234,"Avenida Marechal Floriano Peixoto, 1821 - Rebouças",Rebouças,"-25,445496","-49,264638",Ver foto,ver croqui
1316,REB-235,"Rua Engenheiros Rebouças, 2392 - Rebouças",Rebouças,"-25,445307","-49,268648",Ver foto,ver croqui
1317,REB-236,"Rua Desembargador Westphalen, 1462 - Rebouças",Rebouças,"-25,444956","-49,267277",Ver foto,ver croqui
1318,REB-237,"Avenida Marechal Floriano Peixoto, 1711 - Rebouças",Rebouças,"-25,444675","-49,265046",Ver foto,ver croqui
1319,REB-238,"Rua Engenheiros Rebouças, 2111 - Rebouças",Rebouças,"-25,444317","-49,265652",Ver foto,ver croqui
1320,REB-239,"Rua Engenheiros Rebouças, 2019 - Rebouças",Rebouças,"-25,444149","-49,265276",Ver foto,ver croqui
1321,REB-240,"Rua Engenheiros Rebouças, 2019 - Rebouças",Rebouças,"-25,444147","-49,265287",Ver foto,ver croqui
1322,REB-241,"Avenida Marechal Floriano Peixoto, 1562 - Rebouças",Rebouças,"-25,443677","-49,265931",Ver foto,ver croqui
1323,REB-242,"Avenida Marechal Floriano Peixoto, 1565 - Rebouças",Rebouças,"-25,443435","-49,265662",Ver foto,ver croqui
1324,REB-243,"Avenida Presidente Getúlio Vargas, 659 - Rebouças",Rebouças,"-25,442946","-49,266354",Ver foto,ver croqui
1325,REB-244,"Avenida Presidente Getúlio Vargas, 471 - Rebouças",Rebouças,"-25,442338","-49,264925",Ver foto,ver croqui
1326,REB-245,"Rua 24 de Maio, 612 - Rebouças",Rebouças,"-25,44229","-49,271972",Ver foto,ver croqui
1327,REB-246,"Rua Alferes Poli, 611 - Rebouças",Rebouças,"-25,441893","-49,270899",Ver foto,ver croqui
1328,REB-247,"Avenida Silva Jardim, 1175 - Rebouças",Rebouças,"-25,441636","-49,272127",Ver foto,ver croqui
1329,REB-248,"Avenida Silva Jardim, 1178 - Rebouças",Rebouças,"-25,441384","-49,272224",Ver foto,ver croqui
1330,REB-249,"Avenida Silva Jardim, 1105 - Rebouças",Rebouças,"-25,441341","-49,27136",Ver foto,ver croqui
1331,REB-250,"Avenida Silva Jardim, 1069 - Rebouças",Rebouças,"-25,441288","-49,271162",Ver foto,ver croqui
1332,REB-251,Rua Alferes Poli - Rebouças,Rebouças,"-25,441031","-49,271312",Ver foto,ver croqui
1333,REB-252,"Avenida Silva Jardim, 993 - Rebouças",Rebouças,"-25,440997","-49,270395",Ver foto,ver croqui
1334,REB-253,"Rua Desembargador Westphalen, 961 - Rebouças",Rebouças,"-25,440944","-49,269",Ver foto,ver croqui
1335,REB-254,Rua Conselheiro Laurindo - Rebouças,Rebouças,"-25,440412","-49,259856",Ver foto,ver croqui
1336,REB-255,"Avenida Sete de Setembro, 3211 - Rebouças",Rebouças,"-25,439248","-49,270378",Ver foto,ver croqui
1337,REB-256,"Avenida Marechal Floriano Peixoto, 1077 - Rebouças",Rebouças,"-25,439122","-49,267857",Ver foto,ver croqui
1338,REB-257,"Avenida Sete de Setembro, 3165 - Rebouças",Rebouças,"-25,438962","-49,269686",Ver foto,ver croqui
1339,REB-258,"Travessa Pinheiro, 230 - Rebouças",Rebouças,"-25,438792","-49,262275",Ver foto,ver croqui
1340,REB-259,"Avenida Sete de Setembro, 3165 - Rebouças",Rebouças,"-25,438667","-49,268308",Ver foto,ver croqui
1341,REB-260,Avenida Silva Jardim - Rebouças,Rebouças,"-25,438385","-49,263594",Ver foto,ver croqui
1342,REB-261,"Travessa Pinheiro, 138 - Rebouças",Rebouças,"-25,438268","-49,260976",Ver foto,ver croqui
1343,REB-262,"Avenida Silva Jardim, 167 - Rebouças",Rebouças,"-25,43806","-49,262674",Ver foto,ver croqui
1344,REB-263,"Avenida Silva Jardim, 167 - Rebouças",Rebouças,"-25,438046","-49,26265",Ver foto,ver croqui
1345,REB-264,"Rua João Negrão, 1028 - Rebouças",Rebouças,"-25,437794","-49,262811",Ver foto,ver croqui
1346,REB-265,Avenida Silva Jardim - Rebouças,Rebouças,"-25,437397","-49,261202",Ver foto,ver croqui
1347,REB-266,Estrada de Ferro Paraná;Linha Curitiba - Ponta Grossa - Rebouças,Rebouças,"-25,437106","-49,260655",Ver foto,ver croqui
1348,SAN-001,Alameda Ecológica Burle Marx - Santo Inácio,Santo Inácio,"-25,4294","-49,314775",Ver foto,ver croqui
1349,SAN-002,Alameda Ecológica Burle Marx - Santo Inácio,Santo Inácio,"-25,423739","-49,308571",Ver foto,ver croqui
1350,SAN-003,Avenida Cândido Hartmann - Santo Inácio,Santo Inácio,"-25,423338","-49,307335",Ver foto,ver croqui
1351,SAN-004,Alameda Ecológica Burle Marx - Santo Inácio,Santo Inácio,"-25,426128","-49,307961",Ver foto,ver croqui
1352,SAN-005,Alameda Ecológica Burle Marx - Santo Inácio,Santo Inácio,"-25,426917","-49,308462",Ver foto,ver croqui
1353,SAN-006,Alameda Ecológica Burle Marx - Santo Inácio,Santo Inácio,"-25,427359","-49,309079",Ver foto,ver croqui
1354,SAN-008,Alameda Ecológica Burle Marx - Santo Inácio,Santo Inácio,"-25,428642","-49,314159",Ver foto,ver croqui
1355,SAN-035,"Avenida Presidente Arthur da Silva Bernardes, 298 - Santa Quitéria",Santa Quiteria,"-25,455004","-49,303822",Ver foto,ver croqui
1356,SAN-036,"Avenida Presidente Arthur da Silva Bernardes, 265 - Seminário",Santa Quiteria,"-25,4548","-49,303554",Ver foto,ver croqui
1357,SAN-037,"Rua Coronel Enock de Lima, 163 - Seminário",Santa Quiteria,"-25,454401","-49,302347",Ver foto,ver croqui
1358,SAN-038,Avenida Iguaçu - Seminário,Santa Quiteria,"-25,454528","-49,302638",Ver foto,ver croqui
1359,SAN-039,"Avenida Iguaçu, 4399 - Seminário",Santa Quiteria,"-25,454778","-49,302772",Ver foto,ver croqui
1360,SAN-040,Rua Batista Ganz - Santo Inácio,Santo Inácio,"-25,429586","-49,31481",Ver foto,ver croqui
1361,SAN-041,Alameda Ecológica Burle Marx - Santo Inácio,Santo Inácio,"-25,427216","-49,309857",Ver foto,ver croqui
1362,SAN-042,Alameda Ecológica Burle Marx - Santo Inácio,Santo Inácio,"-25,428644","-49,314041",Ver foto,ver croqui
1363,SAN-043,Alameda Ecológica Burle Marx - Santo Inácio,Santo Inácio,"-25,427088","-49,310052",Ver foto,ver croqui
1364,SAN-044,Alameda Ecológica Burle Marx - Santo Inácio,Santo Inácio,"-25,423455","-49,30782",Ver foto,ver croqui
1365,SAN-045,"Rodovia do Café Governador Ney Braga, 530 - Santo Inácio",Santo Inácio,"-25,430377","-49,317292",Ver foto,ver croqui
1366,SEM-001,"Rua Dom Ático, 49 - Seminário",Seminário,"-25,449017","-49,29863",Ver foto,ver croqui
1367,SEM-002,"Rua Major Heitor Guimarães, 67 - Seminário",Seminário,"-25,449343","-49,300971",Ver foto,ver croqui
1368,SEM-003,"Avenida Nossa Senhora Aparecida, 350 - Seminário",Seminário,"-25,449338","-49,302017",Ver foto,ver croqui
1369,SEM-006,"Rua Professor João Argemiro Loyola, 607 - Seminário",Seminário,"-25,452474","-49,3042",Ver foto,ver croqui
1370,SEM-008,"Rua Belo Horizonte, 214 - Seminário",Seminário,"-25,448381","-49,294954",Ver foto,ver croqui
1371,SEM-009,"Avenida Sete de Setembro, 6130 - Seminário",Seminário,"-25,449133","-49,296832",Ver foto,ver croqui
1372,SEM-010,"Avenida Sete de Setembro, 6609 - Seminário",Seminário,"-25,450865","-49,301009",Ver foto,ver croqui
1373,SEM-011,Ciclovia Batel Parque Barigui - Seminário,Seminário,"-25,451917","-49,304217",Ver foto,ver croqui
1374,SEM-012,"Avenida Silva Jardim, 3628 - Água Verde",Seminário,"-25,45005","-49,294743",Ver foto,ver croqui
1375,SEM-013,Rua Professor João Argemiro Loyola - Seminário,Seminário,"-25,452972","-49,298486",Ver foto,ver croqui
1376,SEM-015,"Rua Major Heitor Guimarães, 127 - Seminário",Seminário,"-25,448459","-49,301758",Ver foto,ver croqui
1377,SEM-025,Ciclovia Batel Parque Barigui - Campina do Siqueira,Seminário,"-25,442482","-49,305335",Ver foto,ver croqui
1378,SEM-026,Ciclovia Batel Parque Barigui - Seminário,Seminário,"-25,445872","-49,304662",Ver foto,ver croqui
1379,SEM-027,"Rua São Leopoldo, 39 - Seminário",Seminário,"-25,451627","-49,30485",Ver foto,ver croqui
1380,SEM-028,"Rua Gonçalves Dias, 665 - Seminário",Seminário,"-25,448371","-49,297235",Ver foto,ver croqui
1381,SEM-029,"Avenida Silva Jardim, 3784 - Seminário",Seminário,"-25,450565","-49,296197",Ver foto,ver croqui
1382,SEM-032,"Rua Professor João Argemiro Loyola, 517 - Seminário",Seminário,"-25,45276","-49,302993",Ver foto,ver croqui
1383,SEM-038,"Rua Ângela Ganz, 23 - Campina do Siqueira",Seminário,"-25,443065","-49,305211",Ver foto,ver croqui
1384,SEM-048,"Rua Professor João Argemiro Loyola, 305 - Seminário",Seminário,"-25,453094","-49,301268",Ver foto,ver croqui
1385,SEM-050,"Rua Delphim Moreira, 54 - Seminário",Seminário,"-25,451392","-49,302297",Ver foto,ver croqui
1386,SEM-051,"Rua Arnaldo de Barros, 45 - Seminário",Seminário,"-25,45386","-49,300878",Ver foto,ver croqui
1387,SEM-052,"Avenida Iguaçu, 3480 - Seminário",Seminário,"-25,451438","-49,294258",Ver foto,ver croqui
1388,SEM-053,"Avenida Iguaçu, 3718 - Seminário",Seminário,"-25,452288","-49,296623",Ver foto,ver croqui
1389,SEM-054,"Rua Visconde de Cairu, 432 - Seminário",Seminário,"-25,452537","-49,297196",Ver foto,ver croqui
1390,SEM-055,"Avenida Iguaçu, 3925 - Seminário",Seminário,"-25,453109","-49,29839",Ver foto,ver croqui
1391,SEM-056,Rua Professor João Argemiro Loyola - Seminário,Seminário,"-25,453048","-49,298639",Ver foto,ver croqui
1392,SEM-057,Rua Professor João Argemiro Loyola - Seminário,Seminário,"-25,453318","-49,299487",Ver foto,ver croqui
1393,SEM-058,"Rua Lindolfo Pessoa, 375 - Seminário",Seminário,"-25,451891","-49,295549",Ver foto,ver croqui
1394,SEM-059,"Avenida Iguaçu, 4240 - Seminário",Seminário,"-25,45413","-49,301599",Ver foto,ver croqui
1395,SEM-060,"Rua Leôncio Correia, 380 - Vila Izabel",Seminário,"-25,451565","-49,294155",Ver foto,ver croqui
1396,SEM-061,"Avenida Iguaçu, 3750 - Seminário",Seminário,"-25,452547","-49,296885",Ver foto,ver croqui
1397,SEM-062,"Avenida Iguaçu, 4057 - Seminário",Seminário,"-25,453534","-49,299606",Ver foto,ver croqui
1398,SEM-063,"Rua Francisco Zandoná, 46 - Vila Izabel",Seminário,"-25,453997","-49,300762",Ver foto,ver croqui
1399,SEM-064,"Avenida Presidente Getúlio Vargas, 3910 - Vila Izabel",Seminário,"-25,45425","-49,296343",Ver foto,ver croqui
1400,SEM-065,"Rua Lindolfo Pessoa, 469 - Vila Izabel",Seminário,"-25,452096","-49,29551",Ver foto,ver croqui
1401,SEM-066,Ciclovia Batel Parque Barigui - Seminário,Seminário,"-25,449677","-49,304368",Ver foto,ver croqui
1402,SEM-067,"Avenida Nossa Senhora Aparecida, 598 - Seminário",Seminário,"-25,44926","-49,304422",Ver foto,ver croqui
1403,SEM-068,Ciclovia Batel Parque Barigui - Seminário,Seminário,"-25,44802","-49,304561",Ver foto,ver croqui
1404,SEM-069,"Rua Major Heitor Guimarães, 308 - Seminário",Seminário,"-25,447206","-49,30263",Ver foto,ver croqui
1405,SEM-070,"Rua General Mário Tourinho, 573 - Seminário",Seminário,"-25,446955","-49,304926",Ver foto,ver croqui
1406,SEM-071,"Rua Bispo Dom José, 2550 - Seminário",Seminário,"-25,446708","-49,296975",Ver foto,ver croqui
1407,SEM-072,"Rua Carmelo Rangel, 1437 - Seminário",Seminário,"-25,446596","-49,30322",Ver foto,ver croqui
1408,SEM-073,"Rua Hermes Fontes, 1215 - Seminário",Seminário,"-25,446383","-49,300892",Ver foto,ver croqui
1409,SEM-074,"Rua São Basílio Magno, 50 - Seminário",Seminário,"-25,445986","-49,299905",Ver foto,ver croqui
1410,SEM-075,"Rua Álvaro Alvim, 15 - Seminário",Seminário,"-25,44553","-49,304937",Ver foto,ver croqui
1411,SEM-076,"Rua Hermes Fontes, 1010 - Seminário",Seminário,"-25,445488","-49,298772",Ver foto,ver croqui
1412,SEM-077,Ciclovia Batel Parque Barigui - Seminário,Seminário,"-25,445337","-49,304486",Ver foto,ver croqui
1413,SEM-078,"Rua Carmelo Rangel, 1228 - Seminário",Seminário,"-25,445308","-49,301364",Ver foto,ver croqui
1414,SEM-079,"Rua Carmelo Rangel, 1151 - Seminário",Seminário,"-25,445046","-49,300634",Ver foto,ver croqui
1415,SEM-080,"Rua Miguel Brenner, 178 - Seminário",Seminário,"-25,444946","-49,297184",Ver foto,ver croqui
1416,SEM-081,"Rua Olavo Bilac, 1384 - Seminário",Seminário,"-25,444755","-49,303359",Ver foto,ver croqui
1417,SÃO-001,"Rua Inácio Lustosa, 205;201 - São Francisco",São Francisco,"-25,4240544","-49,2712634",Ver foto,ver croqui
1418,SÃO-002,"Rua Portugal, 219 - São Francisco",São Francisco,"-25,4238856","-49,2776199",Ver foto,ver croqui
1419,SÃO-003,Praça Garibaldi - São Francisco,São Francisco,"-25,42737","-49,273999",Ver foto,ver croqui
1420,SÃO-004,"Rua Senador Saraiva, 78 - São Francisco",São Francisco,"-25,4238021","-49,2786443",Ver foto,ver croqui
1421,SÃO-007,Travessa Nestor de Castro - São Francisco,São Francisco,"-25,428044","-49,27125",Ver foto,ver croqui
1422,SÃO-008,"Rua Emílio de Menezes, 101 - São Francisco",São Francisco,"-25,422551","-49,280502",Ver foto,ver croqui
1423,SÃO-009,"Rua Inácio Lustosa, 999 - São Francisco",São Francisco,"-25,422879","-49,279354",Ver foto,ver croqui
1424,SÃO-010,"Rua Inácio Lustosa, 687 - São Francisco",São Francisco,"-25,423494","-49,275904",Ver foto,ver croqui
1425,SÃO-011,"Rua Kellers, 198 - São Francisco",São Francisco,"-25,427426","-49,275764",Ver foto,ver croqui
1426,SÃO-012,"Rua Kellers, 396 - São Francisco",São Francisco,"-25,426971","-49,277717",Ver foto,ver croqui
1427,SÃO-015,"Rua Senador Saraiva, 260 - São Francisco",São Francisco,"-25,422215","-49,278016",Ver foto,ver croqui
1428,SÃO-016,"Rua Tapajós, 65 - Mercês",São Francisco,"-25,422284","-49,281873",Ver foto,ver croqui
1429,SÃO-021,"Alameda Júlia da Costa, 2255 - Bigorrilho",São Francisco,"-25,435351","-49,298863",Ver foto,ver croqui
1430,SÃO-022,"Alameda Júlia da Costa, 2365 - Bigorrilho",São Francisco,"-25,435706","-49,299946",Ver foto,ver croqui
1431,SÃO-023,"Alameda Júlia da Costa, 2496 - Bigorrilho",São Francisco,"-25,436186","-49,301131",Ver foto,ver croqui
1432,SÃO-025,"Rua Francisco Lachowski, 81 - Campina do Siqueira",São Francisco,"-25,437911","-49,305017",Ver foto,ver croqui
1433,SÃO-026,Ciclovia Batel Parque Barigui - Campina do Siqueira,São Francisco,"-25,438714","-49,307262",Ver foto,ver croqui
1434,SÃO-028,"Rua Desembargador Ermelino de Leão, 581 - São Francisco",São Francisco,"-25,426583","-49,276535",Ver foto,ver croqui
1435,SÃO-030,"Rua Padre Agostinho, 325 - Mercês",São Francisco,"-25,425283","-49,283353",Ver foto,ver croqui
1436,SÃO-031,"Rua Desembargador Ermelino de Leão, 581 - São Francisco",São Francisco,"-25,427207","-49,276736",Ver foto,ver croqui
1437,SÃO-032,"Rua Almirante Barroso, 180 - São Francisco",São Francisco,"-25,425068","-49,275141",Ver foto,ver croqui
1438,SÃO-034,"Avenida Jaime Reis, 598 - São Francisco",São Francisco,"-25,424587","-49,27904",Ver foto,ver croqui
1439,SÃO-036,"Rua Emílio de Menezes, 153 - São Francisco",São Francisco,"-25,42183","-49,280202",Ver foto,ver croqui
1440,SÃO-039,"Rua Mateus Leme, 427 - São Francisco",São Francisco,"-25,424004","-49,271124",Ver foto,ver croqui
1441,SÃO-040,"Rua Padre Agostinho, 1362 - Mercês",São Francisco,"-25,428881","-49,292616",Ver foto,ver croqui
1442,SÃO-041,"Rua Paula Gomes, 1000 - São Francisco",São Francisco,"-25,423578","-49,279532",Ver foto,ver croqui
1443,SÃO-042,"Rua Desembargador Vieira Cavalcanti, 84 - São Francisco",São Francisco,"-25,422136","-49,279263",Ver foto,ver croqui
1444,SÃO-043,Rua Padre Agostinho - São Francisco,São Francisco,"-25,423177","-49,280818",Ver foto,ver croqui
1445,SÃO-044,"Rua Martim Afonso, 70 - São Francisco",São Francisco,"-25,426068","-49,278664",Ver foto,ver croqui
1446,SÃO-045,"Avenida Jaime Reis, 610 - São Francisco",São Francisco,"-25,424628","-49,279169",Ver foto,ver croqui
1447,SÃO-046,Praça Garibaldi - São Francisco,São Francisco,"-25,427356","-49,274185",Ver foto,ver croqui
1448,SÃO-047,Avenida Manoel Ribas - São Francisco,São Francisco,"-25,423668","-49,280316",Ver foto,ver croqui
1449,SÃO-048,Avenida Manoel Ribas - São Francisco,São Francisco,"-25,423959","-49,279882",Ver foto,ver croqui
1450,SÃO-049,"Rua Kellers, 198 - São Francisco",São Francisco,"-25,427098","-49,275244",Ver foto,ver croqui
1451,SÃO-051,"Rua Barão do Serro Azul, 81 - São Francisco",São Francisco,"-25,42804","-49,271172",Ver foto,ver croqui
1452,SÃO-052,Rua Padre Anchieta - Campina do Siqueira,São Francisco,"-25,435879","-49,306766",Ver foto,ver croqui
1453,SÃO-053,Praça Garibaldi - São Francisco,São Francisco,"-25,427247","-49,273833",Ver foto,ver croqui
1454,SÃO-054,"Rua Trajano Reis, 248 - São Francisco",São Francisco,"-25,425264","-49,273939",Ver foto,ver croqui
1455,SÃO-055,Travessa Nestor de Castro - São Francisco,São Francisco,"-25,428606","-49,273032",Ver foto,ver croqui
1456,SÃO-056,"Alameda Princesa Izabel, 103 - São Francisco",São Francisco,"-25,428475","-49,278649",Ver foto,ver croqui
1457,SÃO-057,"Alameda Princesa Izabel, 103 - São Francisco",São Francisco,"-25,428397","-49,278697",Ver foto,ver croqui
1458,SÃO-058,Rua Desembargador Clotário Portugal - São Francisco,São Francisco,"-25,428126","-49,277919",Ver foto,ver croqui
1459,SÃO-059,"Rua Kellers, 95 - São Francisco",São Francisco,"-25,427671","-49,274593",Ver foto,ver croqui
1460,SÃO-060,"Rua Mateus Leme, 1 - São Francisco",São Francisco,"-25,427635","-49,272015",Ver foto,ver croqui
1461,SÃO-061,"Alameda Cabral, 618 - São Francisco",São Francisco,"-25,427632","-49,279024",Ver foto,ver croqui
1462,SÃO-062,"Rua Mateus Leme, 1 - São Francisco",São Francisco,"-25,427589","-49,272061",Ver foto,ver croqui
1463,SÃO-063,Largo da Ordem - São Francisco,São Francisco,"-25,42738","-49,273563",Ver foto,ver croqui
1464,SÃO-064,"Alameda Júlia da Costa, 60 - São Francisco",São Francisco,"-25,427351","-49,278263",Ver foto,ver croqui
1465,SÃO-065,"Alameda Júlia da Costa, 60 - São Francisco",São Francisco,"-25,4273","-49,278255",Ver foto,ver croqui
1466,SÃO-066,"Rua Barão do Serro Azul, 245 - São Francisco",São Francisco,"-25,426833","-49,270828",Ver foto,ver croqui
1467,SÃO-067,Rua Duque de Caxias - São Francisco,São Francisco,"-25,426614","-49,273386",Ver foto,ver croqui
1468,SÃO-068,"Alameda Cabral, 773 - São Francisco",São Francisco,"-25,426508","-49,279572",Ver foto,ver croqui
1469,SÃO-069,"Rua 13 de Maio, 778 - São Francisco",São Francisco,"-25,426487","-49,273712",Ver foto,ver croqui
1470,SÃO-070,"Alameda Cabral, 773 - São Francisco",São Francisco,"-25,426472","-49,27954",Ver foto,ver croqui
1471,SÃO-071,"Rua Duque de Caxias, 145 - São Francisco",São Francisco,"-25,42643","-49,27335",Ver foto,ver croqui
1472,SÃO-072,Rua Duque de Caxias - São Francisco,São Francisco,"-25,426426","-49,273295",Ver foto,ver croqui
1473,SÃO-073,"Rua Trajano Reis, 107 - São Francisco",São Francisco,"-25,426328","-49,273901",Ver foto,ver croqui
1474,SÃO-074,"Rua 13 de Maio, 981 - São Francisco",São Francisco,"-25,426014","-49,275516",Ver foto,ver croqui
1475,SÃO-075,"Rua Barão do Serro Azul, 351 - São Francisco",São Francisco,"-25,425932","-49,270581",Ver foto,ver croqui
1476,SÃO-076,"Travessa Teixeira de Freitas, 214 - São Francisco",São Francisco,"-25,425724","-49,27984",Ver foto,ver croqui
1477,SÃO-077,"Rua 13 de Maio, 1124 - São Francisco",São Francisco,"-25,425718","-49,276932",Ver foto,ver croqui
1478,SÃO-078,"Rua Mateus Leme, 235 - São Francisco",São Francisco,"-25,42569","-49,271686",Ver foto,ver croqui
1479,SÃO-079,"Rua 13 de Maio, 1224 - São Francisco",São Francisco,"-25,425558","-49,277842",Ver foto,ver croqui
1480,SÃO-080,Rua Duque de Caxias - São Francisco,São Francisco,"-25,425448","-49,273113",Ver foto,ver croqui
1481,SÃO-081,"Rua Portugal, 126 - São Francisco",São Francisco,"-25,424526","-49,27765",Ver foto,ver croqui
1482,SÃO-082,"Rua Inácio Lustosa, 205;201 - São Francisco",São Francisco,"-25,424266","-49,271375",Ver foto,ver croqui
1483,SÃO-083,"Rua Inácio Lustosa, 205;201 - São Francisco",São Francisco,"-25,424247","-49,271309",Ver foto,ver croqui
1484,SÃO-084,"Rua Duque de Caxias, 382 - São Francisco",São Francisco,"-25,424043","-49,272834",Ver foto,ver croqui
1485,SÃO-085,Rua Trajano Reis - São Francisco,São Francisco,"-25,423878","-49,274089",Ver foto,ver croqui
1486,SÃO-086,"Rua Portugal, 219 - São Francisco",São Francisco,"-25,423819","-49,277457",Ver foto,ver croqui
1487,SÃO-087,"Rua Almirante Barroso, 22 - São Francisco",São Francisco,"-25,423727","-49,274848",Ver foto,ver croqui
1488,SÃO-088,"Rua Senador Saraiva, 78 - São Francisco",São Francisco,"-25,423664","-49,278423",Ver foto,ver croqui
1489,SÃO-089,"Rua Inácio Lustosa, 792 - São Francisco",São Francisco,"-25,423092","-49,276953",Ver foto,ver croqui
1490,SÃO-090,"Rua Senador Saraiva, 200 - São Francisco",São Francisco,"-25,42284","-49,27823",Ver foto,ver croqui
1491,SÃO-091,"Rua Duque de Caxias, 511 - São Francisco",São Francisco,"-25,422676","-49,272694",Ver foto,ver croqui
1492,SÃO-092,"Rua João Manoel, 480 - São Francisco",São Francisco,"-25,4222","-49,274882",Ver foto,ver croqui
1493,SÃO-093,"Rua Celestino Júnior, 99 - São Francisco",São Francisco,"-25,421842","-49,276921",Ver foto,ver croqui
1494,SÃO-094,"Rua Celestino Júnior, 277 - São Francisco",São Francisco,"-25,421667","-49,27794",Ver foto,ver croqui
